,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123,B125,B126,B127,B128,B129,B130,B131,B132,B133,B134,B135,B136,B137,B138,B139,B140,B141,B142,B143,B144,B145,B146,B147,B148,B149,B150,B151,B152,B153,B154,B155,B156,B157,B158,B159,B160,B161,B162,B163,B164,B165,B166,B167,B168,B169,B170,B171,B172,B173,B174,B175,B176,B177,B178,B179,B180,B181,B182,B183,B184,B185,B186,B187,B188,B189,B190,B191,B192,B193,B194,B195,B196,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species
ASV6010,21,0,0,19,0,98,0,0,0,0,0,0,70,0,0,0,0,0,0,0,19,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,18,0,32,34,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,101,23,0,0,0,32,0,0,0,0,30,73,0,0,89,0,43,0,0,68,0,0,0,163,0,0,38,0,0,0,137,0,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Unc. Hypotrichia,g__Unc. Hypotrichia,s__Unc. Hypotrichia sp.
ASV6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Hypotrichia_X,g__Hypotrichia_XX,s__Hypotrichia_XX_sp.
ASV6013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Unc. Oxytrichidae,s__Unc. Oxytrichidae sp.
ASV6018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Unc. Oxytrichidae,s__Unc. Oxytrichidae sp.
ASV6020,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Urostylidae,g__Uroleptus,s__Uroleptus_gallina
ASV6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Urostylidae,g__Uroleptus,s__Unc. Uroleptus sp.
ASV6022,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,25,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Urostylidae,g__Uroleptus,s__Uroleptus_sp.
ASV6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Urostylidae,g__Uroleptus,s__Uroleptus_pisces
ASV6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,0,99,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Spirotrichea,o__Hypotrichia,f__Oxytrichidae,g__Oxytrichidae_X,s__Oxytrichidae_X_sp.
ASV6029,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Amoebozoa,d__Evosea,s__Evosea_X,c__Variosea,o__Flamellidae,f__Flamella-lineage,g__Flamella,s__Flamella_arnhemensis
ASV6036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6051,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6058,0,0,0,0,0,0,0,0,0,58,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6061,0,0,0,0,0,0,0,0,0,27,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6064,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Blastocladiomycota,o__Blastocladiomycotina,f__Blastocladiomycetes,g__Unc. Blastocladiomycetes,s__Unc. Blastocladiomycetes sp.
ASV6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,d__Eukaryota,s__TSAR,d__Alveolata,s__Ciliophora,c__Oligohymenophorea,o__Hymenostomatia,f__Tetrahymenida,g__Tetrahymenida_X,s__Tetrahymenida_X_sp.
ASV6104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0,15,6,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,8,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Blastocladiomycota,o__Blastocladiomycotina,f__Blastocladiomycetes,g__Blastocladiomycota_XX,s__Blastocladiomycota_X_sp.
ASV6113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Excavata,d__Discoba,s__Euglenozoa,c__Kinetoplastea,o__Parabodonida,f__Parabodonidae,g__Parabodo,s__Parabodo_sp.
ASV6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Unc. Fungi,o__Unc. Fungi,f__Unc. Fungi,g__Unc. Fungi,s__Unc. Fungi sp.
ASV6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Unc. Fungi,o__Unc. Fungi,f__Unc. Fungi,g__Unc. Fungi,s__Unc. Fungi sp.
ASV6134,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,24,38,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6141,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6142,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,404,1156,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,27,147,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6145,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6148,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6153,10,0,0,0,0,0,15,0,12,0,4,0,0,0,3,0,0,0,7,7,0,0,11,0,0,0,0,51,31,74,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,58,83,61,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,24,53,28,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,25,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6154,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,d__Eukaryota,s__Unc. Eukaryota,d__Unc. Eukaryota,s__Unc. Eukaryota,c__Unc. Eukaryota,o__Unc. Eukaryota,f__Unc. Eukaryota,g__Unc. Eukaryota,s__Unc. Eukaryota sp.
ASV6158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,121,0,0,0,0,0,0,d__Eukaryota,s__Amoebozoa,d__Evosea,s__Evosea_X,c__Variosea,o__Unc. Variosea,f__Unc. Variosea,g__Unc. Variosea,s__Unc. Variosea sp.
ASV6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Choanoflagellata,c__Choanoflagellatea,o__Unc. Choanoflagellatea,f__Unc. Choanoflagellatea,g__Unc. Choanoflagellatea,s__Unc. Choanoflagellatea sp.
ASV6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Choanoflagellata,c__Choanoflagellatea,o__Craspedida,f__Monosigidae_Group_M,g__Monosigidae_Group_M_X,s__Monosigidae_Group_M_X_sp.
ASV6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Chytridiomycota,o__Unc. Chytridiomycota,f__Unc. Chytridiomycota,g__Unc. Chytridiomycota,s__Unc. Chytridiomycota sp.
ASV6179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Unc. Fungi,o__Unc. Fungi,f__Unc. Fungi,g__Unc. Fungi,s__Unc. Fungi sp.
ASV6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Unc. Fungi,o__Unc. Fungi,f__Unc. Fungi,g__Unc. Fungi,s__Unc. Fungi sp.
ASV6183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,0,5,8,0,0,0,28,0,16,10,0,0,0,0,4,0,10,21,7,0,13,3,0,0,16,22,5,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Unc. Fungi,o__Unc. Fungi,f__Unc. Fungi,g__Unc. Fungi,s__Unc. Fungi sp.
ASV6188,0,6,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,9,0,4,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Unc. Opisthokonta,c__Unc. Opisthokonta,o__Unc. Opisthokonta,f__Unc. Opisthokonta,g__Unc. Opisthokonta,s__Unc. Opisthokonta sp.
ASV6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Unc. Opisthokonta,c__Unc. Opisthokonta,o__Unc. Opisthokonta,f__Unc. Opisthokonta,g__Unc. Opisthokonta,s__Unc. Opisthokonta sp.
ASV6192,0,2,0,0,10,24,0,16,13,0,0,14,0,0,5,0,0,0,0,0,0,12,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Unc. Opisthokonta,c__Unc. Opisthokonta,o__Unc. Opisthokonta,f__Unc. Opisthokonta,g__Unc. Opisthokonta,s__Unc. Opisthokonta sp.
