,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B118,B119,B120,B121,B122,B123,B125,B126,B127,B128,B129,B130,B131,B132,B133,B134,B135,B136,B137,B138,B139,B140,B141,B142,B143,B144,B145,B146,B147,B148,B149,B150,B151,B152,B153,B154,B155,B156,B157,B158,B159,B160,B161,B162,B163,B164,B165,B166,B167,B168,B169,B170,B171,B172,B173,B174,B175,B176,B177,B178,B179,B180,B181,B182,B183,B184,B185,B186,B187,B188,B189,B190,B191,B192,B193,B194,B195,B196,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV35960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,23,0,0,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV35961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,k__Bacteria,p__Myxococcota,c__Polyangiia,o__Polyangiales,f__BIrii41,g__Unc. BIrii41,s__Unc. BIrii41 sp.
ASV36027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36028,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,10,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36029,25,41,29,57,41,37,42,41,31,21,32,32,39,25,27,16,22,45,20,31,32,29,32,44,33,27,20,0,29,25,21,28,5,0,8,46,41,36,39,46,31,24,43,29,44,23,26,30,28,26,15,13,0,31,36,27,30,36,31,36,32,42,23,20,17,36,33,33,0,10,0,20,19,30,41,29,0,27,11,27,28,29,35,20,21,17,0,0,19,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36031,9,1,1,0,7,0,2,1,7,4,3,3,1,10,6,1,3,1,11,3,2,2,3,6,3,9,1,0,0,12,2,12,0,0,0,9,0,11,0,2,8,3,0,1,0,11,0,3,0,5,0,0,0,2,1,5,3,6,2,13,0,0,4,9,6,0,0,0,8,0,0,1,2,17,8,0,0,1,10,0,8,0,0,0,0,0,10,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36033,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36036,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36038,0,27,20,0,0,22,0,29,0,0,0,17,29,0,0,0,0,19,0,0,19,15,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,17,20,24,20,18,23,0,0,0,13,0,0,0,0,0,15,22,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,10,16,0,20,15,26,21,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36040,0,0,0,0,10,0,0,0,9,0,21,0,0,0,0,9,0,0,19,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36046,0,6,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36049,0,0,27,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36050,9,8,1,22,21,16,2,13,15,4,8,8,15,17,0,11,11,11,8,12,0,7,0,16,7,9,8,0,6,5,15,11,0,0,0,14,11,18,15,6,7,17,14,12,0,10,17,12,3,12,0,6,0,5,9,7,9,14,12,13,11,3,10,12,0,0,4,9,6,0,0,6,15,10,14,13,0,6,11,9,0,11,0,6,3,14,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36055,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Contendobacter,s__Candidatus Contendobacter sp.
ASV36060,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36067,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36068,0,16,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,9,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36069,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36071,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36072,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36081,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Candidatus Competibacter,s__Candidatus Competibacter sp.
ASV36417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,20,34,26,0,0,0,6,7,9,0,0,0,0,0,0,32,14,21,12,10,13,15,26,13,215,211,238,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Unc. Gammaproteobacteria,f__Unc. Gammaproteobacteria,g__Unc. Gammaproteobacteria,s__Unc. Gammaproteobacteria sp.
ASV36419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Unc. Gammaproteobacteria,f__Unc. Gammaproteobacteria,g__Unc. Gammaproteobacteria,s__Unc. Gammaproteobacteria sp.
ASV36722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,s__MND1 sp.
ASV36723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,s__MND1 sp.
ASV36724,12,15,0,0,0,0,4,4,11,0,0,0,0,0,0,0,7,11,0,0,6,0,0,5,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,7,9,11,0,6,0,2,4,1,5,5,5,0,3,0,0,0,0,14,5,22,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,s__MND1 sp.
ASV36725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,s__MND1 sp.
ASV36726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,s__MND1 sp.
ASV36733,20,28,16,23,8,15,18,16,29,17,12,13,27,28,21,31,16,29,26,25,36,41,24,18,25,42,35,32,29,39,26,29,102,39,50,28,30,25,32,25,20,9,18,16,32,32,22,28,17,26,25,29,67,17,16,25,43,34,32,19,14,15,25,25,45,14,18,21,176,118,61,12,21,12,23,20,30,27,20,18,31,31,59,11,10,16,4,0,5,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__MND1,s__MND1 sp.
ASV36735,17,27,31,22,19,25,23,10,17,16,17,16,15,14,17,16,15,17,10,25,12,18,21,18,15,16,14,18,27,19,21,18,0,0,5,8,17,14,4,0,13,11,10,0,14,6,19,18,21,14,9,6,0,17,9,16,12,18,16,0,19,14,24,16,5,14,9,23,6,1,5,13,12,11,10,16,7,15,14,0,16,22,27,13,24,15,10,7,5,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__MM2,s__MM2 sp.
ASV36738,29,47,38,17,38,42,32,36,41,47,37,30,25,37,16,28,28,24,9,32,27,22,26,15,26,24,40,53,47,31,30,34,3,0,7,18,19,22,19,23,17,25,20,18,30,29,29,13,19,31,0,7,0,22,23,0,17,23,25,15,20,10,36,24,12,30,18,28,0,0,0,18,22,18,10,15,9,24,17,18,23,30,30,16,41,19,0,13,12,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Sulfuricella,s__Sulfuricella sp.
ASV36739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,25,0,0,0,0,0,0,0,0,0,17,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,31,21,0,0,0,5,8,10,0,0,0,0,0,16,0,0,13,28,20,42,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,23,41,22,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Sulfuricella,s__Sulfuricella sp.
ASV36740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
ASV36742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
ASV36743,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,32,10,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
ASV36744,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
ASV36745,25,0,0,0,40,26,30,0,30,29,0,28,0,0,17,26,0,0,0,0,0,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,25,21,0,0,0,0,0,25,25,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
ASV36746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,19,0,0,0,0,25,0,0,0,0,0,25,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
ASV36747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
ASV36748,0,0,38,33,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,0,20,0,0,14,21,15,15,24,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,31,27,16,22,21,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,14,29,30,0,15,0,17,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
ASV36749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Sulfuricellaceae,g__Ferritrophicum,s__Ferritrophicum sp.
